user_id,timestamp,funnel_stage,lifecycle_segment
USR_1044,2025-01-06 00:00:00,onboarding_complete,new
USR_1047,2025-02-08 00:00:00,pricing_view,at-risk
USR_1755,2025-01-18 00:00:00,onboarding_start,active
USR_1328,2025-01-15 00:00:00,onboarding_complete,at-risk
USR_1620,2025-01-09 00:00:00,onboarding_start,active
USR_1142,2025-02-21 00:00:00,pricing_view,active
USR_1078,2025-01-18 00:00:00,feature_usage,at-risk
USR_1771,2025-02-11 00:00:00,pricing_view,active
USR_1616,2025-01-08 00:00:00,pricing_view,active
USR_1767,2025-01-09 00:00:00,onboarding_start,new
USR_1484,2025-02-11 00:00:00,payment_success,active
USR_1267,2025-02-06 00:00:00,onboarding_start,at-risk
USR_1307,2025-03-12 00:00:00,onboarding_start,active
USR_1790,2025-02-09 00:00:00,payment_success,new
USR_1668,2025-03-19 00:00:00,onboarding_complete,at-risk
USR_1734,2025-03-30 00:00:00,onboarding_start,active
USR_1182,2025-03-22 00:00:00,onboarding_start,churned
USR_1633,2025-03-11 00:00:00,onboarding_complete,new
USR_1586,2025-03-25 00:00:00,pricing_view,active
USR_1466,2025-03-03 00:00:00,payment_success,churned
USR_1323,2025-01-15 00:00:00,pricing_view,at-risk
USR_1182,2025-01-14 00:00:00,onboarding_start,churned
USR_1518,2025-01-30 00:00:00,onboarding_start,new
USR_1110,2025-02-20 00:00:00,onboarding_start,active
USR_1499,2025-03-24 00:00:00,payment_success,active
USR_1006,2025-01-27 00:00:00,payment_success,active
USR_1517,2025-01-24 00:00:00,onboarding_start,at-risk
USR_1125,2025-01-25 00:00:00,onboarding_start,active
USR_1330,2025-01-26 00:00:00,onboarding_start,active
USR_1283,2025-01-03 00:00:00,onboarding_start,new
USR_1601,2025-02-17 00:00:00,onboarding_start,active
USR_1221,2025-02-28 00:00:00,payment_success,churned
USR_1735,2025-03-27 00:00:00,payment_success,new
USR_1668,2025-03-04 00:00:00,onboarding_start,active
USR_1034,2025-01-03 00:00:00,onboarding_start,new
USR_1282,2025-01-01 00:00:00,onboarding_complete,at-risk
USR_1171,2025-03-28 00:00:00,onboarding_start,at-risk
USR_1689,2025-03-04 00:00:00,pricing_view,active
USR_1382,2025-03-22 00:00:00,onboarding_complete,at-risk
USR_1223,2025-01-03 00:00:00,pricing_view,new
USR_1115,2025-01-14 00:00:00,pricing_view,active
USR_1414,2025-01-17 00:00:00,onboarding_start,new
USR_1049,2025-03-19 00:00:00,onboarding_start,new
USR_1026,2025-01-15 00:00:00,payment_success,active
USR_1590,2025-01-03 00:00:00,pricing_view,at-risk
USR_1487,2025-03-02 00:00:00,onboarding_start,new
USR_1752,2025-01-13 00:00:00,feature_usage,active
USR_1235,2025-03-19 00:00:00,onboarding_start,active
USR_1501,2025-03-12 00:00:00,payment_success,active
USR_1764,2025-01-25 00:00:00,onboarding_start,churned
USR_1309,2025-01-02 00:00:00,onboarding_start,active
USR_1567,2025-03-25 00:00:00,onboarding_complete,at-risk
USR_1290,2025-01-16 00:00:00,payment_success,active
USR_1272,2025-03-21 00:00:00,onboarding_start,at-risk
USR_1596,2025-02-08 00:00:00,onboarding_start,active
USR_1324,2025-03-10 00:00:00,feature_usage,active
USR_1616,2025-02-06 00:00:00,onboarding_start,active
USR_1696,2025-03-07 00:00:00,onboarding_start,churned
USR_1725,2025-01-22 00:00:00,payment_success,at-risk
USR_1250,2025-01-18 00:00:00,pricing_view,active
USR_1512,2025-03-29 00:00:00,onboarding_start,active
USR_1282,2025-02-12 00:00:00,pricing_view,at-risk
USR_1105,2025-02-24 00:00:00,onboarding_start,churned
USR_1463,2025-02-03 00:00:00,onboarding_start,new
USR_1055,2025-01-13 00:00:00,onboarding_start,active
USR_1112,2025-02-12 00:00:00,pricing_view,active
USR_1078,2025-01-18 00:00:00,payment_success,new
USR_1761,2025-02-27 00:00:00,onboarding_start,at-risk
USR_1145,2025-01-07 00:00:00,pricing_view,active
USR_1192,2025-03-09 00:00:00,feature_usage,at-risk
USR_1362,2025-01-29 00:00:00,pricing_view,active
USR_1762,2025-02-16 00:00:00,onboarding_complete,active
USR_1690,2025-03-11 00:00:00,onboarding_start,at-risk
USR_1064,2025-02-23 00:00:00,onboarding_start,active
USR_1430,2025-03-12 00:00:00,onboarding_start,active
USR_1610,2025-03-03 00:00:00,onboarding_complete,at-risk
USR_1211,2025-01-29 00:00:00,pricing_view,active
USR_1542,2025-01-30 00:00:00,onboarding_start,active
USR_1272,2025-02-07 00:00:00,onboarding_start,new
USR_1109,2025-02-25 00:00:00,onboarding_start,active
USR_1568,2025-02-13 00:00:00,onboarding_start,at-risk
USR_1476,2025-03-11 00:00:00,onboarding_start,churned
USR_1218,2025-01-21 00:00:00,payment_success,new
USR_1060,2025-02-23 00:00:00,onboarding_start,active
USR_1064,2025-03-15 00:00:00,onboarding_complete,new
USR_1698,2025-01-23 00:00:00,feature_usage,active
USR_1107,2025-03-20 00:00:00,payment_success,churned
USR_1205,2025-03-19 00:00:00,onboarding_complete,active
USR_1001,2025-01-10 00:00:00,onboarding_start,active
USR_1651,2025-03-11 00:00:00,pricing_view,active
USR_1128,2025-02-23 00:00:00,onboarding_start,active
USR_1210,2025-01-18 00:00:00,onboarding_start,new
USR_1534,2025-01-26 00:00:00,onboarding_start,active
USR_1026,2025-01-26 00:00:00,pricing_view,active
USR_1566,2025-03-05 00:00:00,onboarding_start,at-risk
USR_1129,2025-02-24 00:00:00,payment_success,active
USR_1630,2025-03-21 00:00:00,pricing_view,active
USR_1078,2025-03-08 00:00:00,onboarding_start,new
USR_1168,2025-02-10 00:00:00,feature_usage,at-risk
USR_1031,2025-01-31 00:00:00,payment_success,new
USR_1000,2025-03-02 00:00:00,onboarding_start,active
USR_1102,2025-01-10 00:00:00,onboarding_start,active
USR_1739,2025-01-21 00:00:00,onboarding_complete,new
USR_1073,2025-03-04 00:00:00,pricing_view,active
USR_1715,2025-02-25 00:00:00,onboarding_complete,active
USR_1573,2025-01-27 00:00:00,pricing_view,new
USR_1186,2025-02-27 00:00:00,onboarding_start,new
USR_1198,2025-01-13 00:00:00,onboarding_start,active
USR_1789,2025-03-04 00:00:00,onboarding_complete,at-risk
USR_1536,2025-02-17 00:00:00,onboarding_start,active
USR_1428,2025-03-29 00:00:00,onboarding_start,active
USR_1656,2025-03-29 00:00:00,feature_usage,new
USR_1317,2025-03-29 00:00:00,onboarding_start,churned
USR_1116,2025-02-19 00:00:00,feature_usage,active
USR_1714,2025-03-26 00:00:00,onboarding_complete,at-risk
USR_1151,2025-03-15 00:00:00,onboarding_complete,new
USR_1495,2025-03-25 00:00:00,feature_usage,active
USR_1072,2025-01-14 00:00:00,pricing_view,active
USR_1337,2025-01-20 00:00:00,onboarding_complete,active
USR_1619,2025-01-09 00:00:00,onboarding_start,active
USR_1246,2025-01-19 00:00:00,onboarding_start,active
USR_1153,2025-01-26 00:00:00,onboarding_start,active
USR_1479,2025-02-22 00:00:00,onboarding_start,churned
USR_1786,2025-01-17 00:00:00,onboarding_start,active
USR_1695,2025-03-04 00:00:00,pricing_view,at-risk
USR_1665,2025-03-13 00:00:00,payment_success,churned
USR_1774,2025-02-15 00:00:00,pricing_view,at-risk
USR_1188,2025-02-23 00:00:00,onboarding_complete,new
USR_1265,2025-03-21 00:00:00,onboarding_complete,active
USR_1486,2025-01-06 00:00:00,pricing_view,new
USR_1232,2025-03-19 00:00:00,onboarding_complete,active
USR_1198,2025-02-02 00:00:00,pricing_view,active
USR_1574,2025-03-08 00:00:00,feature_usage,at-risk
USR_1458,2025-01-02 00:00:00,onboarding_complete,active
USR_1139,2025-03-31 00:00:00,onboarding_complete,at-risk
USR_1727,2025-01-26 00:00:00,onboarding_complete,active
USR_1577,2025-03-14 00:00:00,onboarding_complete,active
USR_1336,2025-02-17 00:00:00,onboarding_complete,new
USR_1698,2025-02-15 00:00:00,pricing_view,at-risk
USR_1321,2025-03-19 00:00:00,onboarding_complete,active
USR_1508,2025-01-06 00:00:00,onboarding_complete,new
USR_1017,2025-01-12 00:00:00,payment_success,active
USR_1372,2025-02-20 00:00:00,onboarding_start,active
USR_1018,2025-01-06 00:00:00,onboarding_start,at-risk
USR_1356,2025-02-17 00:00:00,onboarding_complete,active
USR_1142,2025-03-05 00:00:00,payment_success,at-risk
USR_1692,2025-02-06 00:00:00,onboarding_start,new
USR_1528,2025-01-26 00:00:00,onboarding_start,active
USR_1266,2025-02-07 00:00:00,payment_success,active
USR_1546,2025-01-14 00:00:00,onboarding_start,active
USR_1363,2025-02-03 00:00:00,onboarding_start,at-risk
USR_1656,2025-03-08 00:00:00,onboarding_start,active
USR_1779,2025-01-04 00:00:00,onboarding_start,at-risk
USR_1084,2025-03-27 00:00:00,feature_usage,active
USR_1018,2025-01-02 00:00:00,onboarding_start,at-risk
USR_1773,2025-01-08 00:00:00,onboarding_start,active
USR_1440,2025-01-12 00:00:00,onboarding_complete,active
USR_1650,2025-02-22 00:00:00,pricing_view,at-risk
USR_1111,2025-01-08 00:00:00,pricing_view,active
USR_1252,2025-01-14 00:00:00,payment_success,at-risk
USR_1660,2025-02-19 00:00:00,onboarding_start,at-risk
USR_1134,2025-01-09 00:00:00,onboarding_start,at-risk
USR_1245,2025-03-02 00:00:00,onboarding_complete,active
USR_1374,2025-03-03 00:00:00,onboarding_start,active
USR_1241,2025-02-07 00:00:00,onboarding_complete,new
USR_1711,2025-01-21 00:00:00,onboarding_complete,active
USR_1381,2025-02-08 00:00:00,onboarding_complete,active
USR_1731,2025-02-26 00:00:00,onboarding_complete,at-risk
USR_1297,2025-01-27 00:00:00,onboarding_start,at-risk
USR_1543,2025-01-26 00:00:00,onboarding_complete,at-risk
USR_1056,2025-02-21 00:00:00,onboarding_complete,active
USR_1798,2025-03-05 00:00:00,onboarding_complete,churned
USR_1257,2025-01-18 00:00:00,onboarding_start,active
USR_1595,2025-02-04 00:00:00,payment_success,active
USR_1401,2025-03-29 00:00:00,pricing_view,at-risk
USR_1308,2025-01-10 00:00:00,onboarding_complete,churned
USR_1193,2025-02-27 00:00:00,onboarding_complete,active
USR_1524,2025-02-09 00:00:00,onboarding_complete,at-risk
USR_1209,2025-01-19 00:00:00,onboarding_start,active
USR_1719,2025-03-06 00:00:00,onboarding_start,active
USR_1529,2025-02-26 00:00:00,onboarding_complete,new
USR_1181,2025-01-13 00:00:00,onboarding_start,active
USR_1615,2025-02-27 00:00:00,onboarding_complete,new
USR_1107,2025-01-28 00:00:00,onboarding_complete,at-risk
USR_1257,2025-01-07 00:00:00,feature_usage,active
USR_1015,2025-01-23 00:00:00,onboarding_complete,at-risk
USR_1543,2025-01-15 00:00:00,payment_success,active
USR_1329,2025-02-21 00:00:00,pricing_view,new
USR_1177,2025-01-15 00:00:00,onboarding_start,churned
USR_1039,2025-01-28 00:00:00,pricing_view,active
USR_1751,2025-03-26 00:00:00,onboarding_complete,active
USR_1619,2025-01-26 00:00:00,feature_usage,churned
USR_1495,2025-02-09 00:00:00,onboarding_start,churned
USR_1188,2025-03-09 00:00:00,payment_success,at-risk
USR_1408,2025-02-13 00:00:00,onboarding_complete,at-risk
USR_1352,2025-01-09 00:00:00,onboarding_complete,churned
USR_1693,2025-01-28 00:00:00,payment_success,new
USR_1225,2025-03-18 00:00:00,onboarding_complete,active
USR_1569,2025-03-19 00:00:00,onboarding_start,active
USR_1180,2025-02-02 00:00:00,onboarding_start,active
USR_1100,2025-02-20 00:00:00,onboarding_start,at-risk
USR_1677,2025-01-15 00:00:00,onboarding_start,active
USR_1306,2025-01-10 00:00:00,onboarding_start,churned
USR_1280,2025-03-28 00:00:00,onboarding_complete,at-risk
USR_1520,2025-03-02 00:00:00,payment_success,at-risk
USR_1509,2025-03-04 00:00:00,pricing_view,active
USR_1771,2025-02-10 00:00:00,onboarding_start,active
USR_1027,2025-02-11 00:00:00,feature_usage,active
USR_1745,2025-01-01 00:00:00,onboarding_start,active
USR_1367,2025-03-29 00:00:00,onboarding_complete,at-risk
USR_1089,2025-02-18 00:00:00,onboarding_start,at-risk
USR_1131,2025-02-18 00:00:00,onboarding_start,active
USR_1214,2025-01-02 00:00:00,feature_usage,new
USR_1381,2025-01-31 00:00:00,pricing_view,active
USR_1609,2025-02-24 00:00:00,feature_usage,at-risk
USR_1079,2025-02-26 00:00:00,payment_success,at-risk
USR_1451,2025-03-21 00:00:00,onboarding_complete,active
USR_1419,2025-03-08 00:00:00,pricing_view,new
USR_1753,2025-02-18 00:00:00,onboarding_start,new
USR_1707,2025-02-13 00:00:00,onboarding_start,at-risk
USR_1083,2025-03-20 00:00:00,payment_success,active
USR_1144,2025-02-06 00:00:00,payment_success,active
USR_1401,2025-03-19 00:00:00,onboarding_start,active
USR_1018,2025-02-13 00:00:00,onboarding_start,new
USR_1579,2025-02-03 00:00:00,payment_success,new
USR_1041,2025-02-10 00:00:00,onboarding_start,at-risk
USR_1393,2025-01-10 00:00:00,pricing_view,churned
USR_1690,2025-01-21 00:00:00,onboarding_start,at-risk
USR_1742,2025-03-19 00:00:00,onboarding_start,new
USR_1776,2025-01-17 00:00:00,pricing_view,new
USR_1478,2025-02-21 00:00:00,pricing_view,active
USR_1574,2025-01-19 00:00:00,payment_success,new
USR_1608,2025-03-03 00:00:00,onboarding_complete,active
USR_1377,2025-01-10 00:00:00,onboarding_complete,churned
USR_1070,2025-02-27 00:00:00,onboarding_complete,churned
USR_1079,2025-02-25 00:00:00,feature_usage,new
USR_1485,2025-02-23 00:00:00,feature_usage,active
USR_1788,2025-01-18 00:00:00,onboarding_start,churned
USR_1018,2025-03-06 00:00:00,onboarding_complete,at-risk
USR_1226,2025-02-09 00:00:00,onboarding_start,active
USR_1054,2025-03-25 00:00:00,onboarding_start,new
USR_1183,2025-02-24 00:00:00,pricing_view,active
USR_1372,2025-03-18 00:00:00,onboarding_start,at-risk
USR_1508,2025-03-07 00:00:00,feature_usage,active
USR_1117,2025-03-04 00:00:00,pricing_view,churned
USR_1328,2025-01-17 00:00:00,onboarding_start,active
USR_1573,2025-01-19 00:00:00,pricing_view,churned
USR_1372,2025-03-12 00:00:00,onboarding_complete,active
USR_1428,2025-01-04 00:00:00,feature_usage,at-risk
USR_1203,2025-03-09 00:00:00,pricing_view,active
USR_1306,2025-01-24 00:00:00,pricing_view,active
USR_1056,2025-03-24 00:00:00,pricing_view,active
USR_1343,2025-03-16 00:00:00,onboarding_start,active
USR_1334,2025-02-01 00:00:00,onboarding_complete,at-risk
USR_1699,2025-02-04 00:00:00,onboarding_complete,active
USR_1075,2025-01-20 00:00:00,onboarding_start,active
USR_1640,2025-01-10 00:00:00,onboarding_start,new
USR_1102,2025-03-27 00:00:00,onboarding_complete,churned
USR_1026,2025-01-18 00:00:00,pricing_view,at-risk
USR_1081,2025-02-13 00:00:00,onboarding_complete,churned
USR_1161,2025-03-12 00:00:00,onboarding_complete,new
USR_1510,2025-01-09 00:00:00,payment_success,active
USR_1254,2025-02-20 00:00:00,feature_usage,active
USR_1731,2025-01-30 00:00:00,feature_usage,churned
USR_1408,2025-01-28 00:00:00,onboarding_start,active
USR_1149,2025-01-31 00:00:00,onboarding_start,at-risk
USR_1677,2025-02-24 00:00:00,onboarding_start,active
USR_1000,2025-01-07 00:00:00,onboarding_start,active
USR_1132,2025-02-19 00:00:00,onboarding_start,at-risk
USR_1657,2025-03-07 00:00:00,onboarding_complete,active
USR_1121,2025-01-17 00:00:00,onboarding_start,active
USR_1478,2025-02-03 00:00:00,onboarding_start,active
USR_1313,2025-02-20 00:00:00,onboarding_start,at-risk
USR_1077,2025-03-11 00:00:00,payment_success,active
USR_1514,2025-03-27 00:00:00,pricing_view,new
USR_1508,2025-03-17 00:00:00,onboarding_complete,active
USR_1268,2025-03-07 00:00:00,onboarding_start,active
USR_1528,2025-02-21 00:00:00,onboarding_start,active
USR_1730,2025-03-18 00:00:00,onboarding_complete,active
USR_1515,2025-01-24 00:00:00,feature_usage,at-risk
USR_1167,2025-02-17 00:00:00,onboarding_start,active
USR_1619,2025-03-30 00:00:00,pricing_view,at-risk
USR_1140,2025-01-27 00:00:00,pricing_view,new
USR_1240,2025-03-22 00:00:00,pricing_view,new
USR_1179,2025-03-07 00:00:00,onboarding_start,active
USR_1473,2025-01-22 00:00:00,onboarding_start,at-risk
USR_1226,2025-03-01 00:00:00,onboarding_complete,at-risk
USR_1083,2025-02-08 00:00:00,onboarding_start,new
USR_1492,2025-01-12 00:00:00,onboarding_complete,active
USR_1056,2025-02-09 00:00:00,onboarding_complete,active
USR_1546,2025-01-03 00:00:00,onboarding_start,active
USR_1116,2025-02-25 00:00:00,onboarding_complete,at-risk
USR_1578,2025-03-13 00:00:00,onboarding_start,active
USR_1065,2025-03-11 00:00:00,onboarding_start,active
USR_1440,2025-02-19 00:00:00,onboarding_complete,active
USR_1550,2025-01-17 00:00:00,onboarding_complete,new
USR_1090,2025-03-11 00:00:00,onboarding_start,at-risk
USR_1600,2025-03-20 00:00:00,pricing_view,at-risk
USR_1676,2025-02-18 00:00:00,pricing_view,active
USR_1238,2025-01-05 00:00:00,onboarding_start,active
USR_1372,2025-02-06 00:00:00,onboarding_complete,active
USR_1649,2025-03-20 00:00:00,onboarding_start,active
USR_1081,2025-03-28 00:00:00,onboarding_start,new
USR_1162,2025-01-28 00:00:00,onboarding_complete,active
USR_1463,2025-02-28 00:00:00,feature_usage,active
USR_1742,2025-02-14 00:00:00,pricing_view,active
USR_1313,2025-01-27 00:00:00,onboarding_start,active
USR_1558,2025-02-22 00:00:00,onboarding_start,active
USR_1737,2025-02-22 00:00:00,payment_success,at-risk
USR_1350,2025-01-19 00:00:00,pricing_view,active
USR_1636,2025-02-20 00:00:00,onboarding_complete,active
USR_1063,2025-01-29 00:00:00,feature_usage,new
USR_1441,2025-03-16 00:00:00,pricing_view,at-risk
USR_1734,2025-02-15 00:00:00,onboarding_start,new
USR_1110,2025-03-23 00:00:00,payment_success,active
USR_1290,2025-01-31 00:00:00,onboarding_start,at-risk
USR_1042,2025-03-25 00:00:00,onboarding_start,active
USR_1209,2025-03-05 00:00:00,payment_success,at-risk
USR_1187,2025-03-02 00:00:00,feature_usage,active
USR_1675,2025-03-26 00:00:00,onboarding_start,churned
USR_1688,2025-01-03 00:00:00,onboarding_complete,active
USR_1700,2025-03-26 00:00:00,pricing_view,at-risk
USR_1235,2025-01-26 00:00:00,onboarding_start,new
USR_1122,2025-01-16 00:00:00,onboarding_start,active
USR_1046,2025-01-13 00:00:00,onboarding_complete,active
USR_1148,2025-03-07 00:00:00,pricing_view,at-risk
USR_1697,2025-03-03 00:00:00,onboarding_complete,at-risk
USR_1455,2025-01-08 00:00:00,onboarding_complete,active
USR_1485,2025-01-21 00:00:00,onboarding_start,active
USR_1447,2025-01-20 00:00:00,onboarding_complete,active
USR_1497,2025-01-09 00:00:00,onboarding_start,at-risk
USR_1796,2025-03-21 00:00:00,payment_success,new
USR_1548,2025-03-27 00:00:00,feature_usage,active
USR_1092,2025-03-21 00:00:00,onboarding_complete,new
USR_1158,2025-01-14 00:00:00,feature_usage,active
USR_1248,2025-03-29 00:00:00,feature_usage,active
USR_1219,2025-03-13 00:00:00,pricing_view,active
USR_1646,2025-02-11 00:00:00,onboarding_complete,new
USR_1536,2025-03-14 00:00:00,payment_success,churned
USR_1425,2025-02-21 00:00:00,onboarding_start,active
USR_1005,2025-02-27 00:00:00,pricing_view,at-risk
USR_1505,2025-03-23 00:00:00,payment_success,new
USR_1403,2025-01-24 00:00:00,onboarding_start,active
USR_1208,2025-01-01 00:00:00,onboarding_start,churned
USR_1104,2025-01-03 00:00:00,pricing_view,new
USR_1491,2025-02-14 00:00:00,feature_usage,active
USR_1510,2025-03-15 00:00:00,pricing_view,active
USR_1015,2025-02-28 00:00:00,pricing_view,active
USR_1270,2025-01-11 00:00:00,payment_success,active
USR_1579,2025-02-12 00:00:00,feature_usage,new
USR_1074,2025-03-23 00:00:00,feature_usage,churned
USR_1177,2025-03-28 00:00:00,payment_success,active
USR_1715,2025-01-07 00:00:00,payment_success,new
USR_1175,2025-03-20 00:00:00,onboarding_start,active
USR_1643,2025-01-20 00:00:00,onboarding_complete,churned
USR_1027,2025-03-18 00:00:00,onboarding_start,new
USR_1111,2025-01-30 00:00:00,onboarding_start,new
USR_1728,2025-03-21 00:00:00,onboarding_complete,at-risk
USR_1639,2025-02-20 00:00:00,onboarding_start,active
USR_1371,2025-02-22 00:00:00,onboarding_complete,new
USR_1691,2025-02-22 00:00:00,onboarding_start,new
USR_1533,2025-03-07 00:00:00,pricing_view,active
USR_1614,2025-02-16 00:00:00,onboarding_start,new
USR_1596,2025-01-17 00:00:00,feature_usage,active
USR_1072,2025-03-19 00:00:00,onboarding_start,new
USR_1175,2025-01-14 00:00:00,feature_usage,churned
USR_1494,2025-02-20 00:00:00,payment_success,new
USR_1210,2025-03-23 00:00:00,onboarding_complete,active
USR_1390,2025-01-14 00:00:00,onboarding_complete,active
USR_1336,2025-02-01 00:00:00,feature_usage,new
USR_1361,2025-01-09 00:00:00,pricing_view,active
USR_1657,2025-01-09 00:00:00,onboarding_start,new
USR_1113,2025-03-19 00:00:00,onboarding_start,active
USR_1681,2025-01-29 00:00:00,pricing_view,active
USR_1753,2025-02-26 00:00:00,onboarding_start,at-risk
USR_1074,2025-01-14 00:00:00,feature_usage,at-risk
USR_1319,2025-02-14 00:00:00,onboarding_complete,churned
USR_1531,2025-02-27 00:00:00,onboarding_start,at-risk
USR_1460,2025-03-09 00:00:00,onboarding_complete,active
USR_1051,2025-02-06 00:00:00,onboarding_start,at-risk
USR_1373,2025-03-10 00:00:00,feature_usage,churned
USR_1031,2025-02-02 00:00:00,onboarding_start,new
USR_1203,2025-01-29 00:00:00,payment_success,active
USR_1797,2025-01-09 00:00:00,onboarding_start,churned
USR_1429,2025-03-09 00:00:00,onboarding_complete,new
USR_1299,2025-02-04 00:00:00,payment_success,active
USR_1444,2025-02-10 00:00:00,pricing_view,at-risk
USR_1046,2025-01-02 00:00:00,onboarding_start,active
USR_1580,2025-02-27 00:00:00,onboarding_start,active
USR_1682,2025-03-30 00:00:00,pricing_view,active
USR_1766,2025-03-11 00:00:00,onboarding_complete,active
USR_1514,2025-01-26 00:00:00,pricing_view,at-risk
USR_1197,2025-02-12 00:00:00,onboarding_complete,at-risk
USR_1715,2025-03-07 00:00:00,onboarding_start,churned
USR_1657,2025-03-26 00:00:00,pricing_view,new
USR_1555,2025-01-22 00:00:00,onboarding_start,active
USR_1490,2025-01-30 00:00:00,onboarding_complete,new
USR_1328,2025-01-20 00:00:00,pricing_view,active
USR_1718,2025-03-13 00:00:00,pricing_view,churned
USR_1025,2025-01-27 00:00:00,onboarding_complete,active
USR_1681,2025-01-29 00:00:00,onboarding_complete,at-risk
USR_1228,2025-03-24 00:00:00,onboarding_start,churned
USR_1646,2025-01-26 00:00:00,onboarding_start,active
USR_1105,2025-03-10 00:00:00,onboarding_complete,active
USR_1268,2025-01-28 00:00:00,pricing_view,active
USR_1746,2025-01-18 00:00:00,onboarding_start,active
USR_1143,2025-03-18 00:00:00,feature_usage,active
USR_1752,2025-02-07 00:00:00,onboarding_start,at-risk
USR_1049,2025-02-07 00:00:00,onboarding_start,active
USR_1424,2025-03-13 00:00:00,pricing_view,new
USR_1445,2025-01-29 00:00:00,onboarding_start,at-risk
USR_1245,2025-01-06 00:00:00,onboarding_complete,churned
USR_1277,2025-02-20 00:00:00,onboarding_start,active
USR_1600,2025-01-13 00:00:00,onboarding_complete,new
USR_1694,2025-01-09 00:00:00,onboarding_start,active
USR_1780,2025-02-20 00:00:00,feature_usage,new
USR_1130,2025-02-28 00:00:00,pricing_view,active
USR_1496,2025-01-19 00:00:00,onboarding_start,churned
USR_1371,2025-03-17 00:00:00,pricing_view,active
USR_1605,2025-03-09 00:00:00,pricing_view,active
USR_1574,2025-01-29 00:00:00,feature_usage,new
USR_1129,2025-02-06 00:00:00,onboarding_start,churned
USR_1098,2025-01-22 00:00:00,pricing_view,active
USR_1173,2025-01-29 00:00:00,onboarding_start,active
USR_1350,2025-02-11 00:00:00,feature_usage,active
USR_1191,2025-02-01 00:00:00,onboarding_start,active
USR_1214,2025-03-07 00:00:00,pricing_view,at-risk
USR_1793,2025-01-29 00:00:00,onboarding_start,at-risk
USR_1792,2025-02-17 00:00:00,onboarding_start,active
USR_1392,2025-02-07 00:00:00,pricing_view,at-risk
USR_1404,2025-01-27 00:00:00,feature_usage,active
USR_1555,2025-01-28 00:00:00,feature_usage,churned
USR_1679,2025-01-03 00:00:00,payment_success,at-risk
USR_1247,2025-02-15 00:00:00,payment_success,at-risk
USR_1392,2025-03-26 00:00:00,feature_usage,new
USR_1727,2025-01-31 00:00:00,onboarding_complete,active
USR_1676,2025-03-01 00:00:00,onboarding_start,new
USR_1129,2025-01-27 00:00:00,feature_usage,active
USR_1532,2025-02-27 00:00:00,onboarding_start,active
USR_1019,2025-03-02 00:00:00,onboarding_start,active
USR_1385,2025-02-01 00:00:00,onboarding_start,active
USR_1322,2025-01-01 00:00:00,onboarding_start,at-risk
USR_1559,2025-01-25 00:00:00,onboarding_start,active
USR_1605,2025-01-05 00:00:00,onboarding_complete,active
USR_1696,2025-02-16 00:00:00,onboarding_start,active
USR_1467,2025-01-31 00:00:00,onboarding_start,at-risk
USR_1160,2025-03-13 00:00:00,onboarding_complete,active
USR_1015,2025-03-17 00:00:00,onboarding_start,new
USR_1600,2025-02-15 00:00:00,feature_usage,at-risk
USR_1171,2025-01-09 00:00:00,onboarding_start,new
USR_1689,2025-03-18 00:00:00,feature_usage,churned
USR_1526,2025-02-05 00:00:00,onboarding_start,active
USR_1207,2025-02-10 00:00:00,pricing_view,at-risk
USR_1145,2025-01-07 00:00:00,onboarding_complete,new
USR_1310,2025-01-16 00:00:00,onboarding_complete,new
USR_1540,2025-01-23 00:00:00,payment_success,active
USR_1152,2025-01-21 00:00:00,feature_usage,active
USR_1185,2025-01-14 00:00:00,onboarding_complete,active
USR_1692,2025-02-25 00:00:00,onboarding_complete,active
USR_1749,2025-02-02 00:00:00,payment_success,active
USR_1700,2025-02-23 00:00:00,onboarding_complete,active
USR_1631,2025-02-03 00:00:00,onboarding_start,new
USR_1201,2025-03-29 00:00:00,feature_usage,active
USR_1217,2025-03-02 00:00:00,onboarding_complete,active
USR_1591,2025-01-07 00:00:00,onboarding_start,active
USR_1423,2025-01-12 00:00:00,onboarding_start,active
USR_1227,2025-01-17 00:00:00,onboarding_start,active
USR_1282,2025-01-20 00:00:00,pricing_view,new
USR_1436,2025-03-02 00:00:00,onboarding_start,active
USR_1102,2025-02-24 00:00:00,onboarding_complete,active
USR_1225,2025-02-16 00:00:00,onboarding_start,at-risk
USR_1505,2025-02-23 00:00:00,onboarding_start,at-risk
USR_1542,2025-03-29 00:00:00,onboarding_start,active
USR_1735,2025-01-17 00:00:00,onboarding_complete,active
USR_1441,2025-01-24 00:00:00,feature_usage,churned
USR_1024,2025-02-28 00:00:00,feature_usage,active
USR_1036,2025-01-26 00:00:00,onboarding_complete,active
USR_1181,2025-03-27 00:00:00,onboarding_start,new
USR_1234,2025-03-04 00:00:00,payment_success,at-risk
USR_1099,2025-03-28 00:00:00,onboarding_start,active
USR_1612,2025-02-06 00:00:00,pricing_view,active
USR_1363,2025-01-02 00:00:00,pricing_view,active
USR_1213,2025-02-19 00:00:00,onboarding_start,at-risk
USR_1503,2025-03-07 00:00:00,onboarding_start,at-risk
USR_1228,2025-01-18 00:00:00,onboarding_start,active
USR_1117,2025-03-15 00:00:00,pricing_view,churned
USR_1702,2025-03-17 00:00:00,onboarding_start,at-risk
USR_1411,2025-03-16 00:00:00,onboarding_start,at-risk
USR_1170,2025-01-15 00:00:00,onboarding_start,at-risk
USR_1699,2025-02-19 00:00:00,pricing_view,at-risk
